regulation_id,country_id,rule_type,description,effective_date,end_date,is_active,tax_rate,compliance_category
REG000775,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2025,2025-03-18,9999-12-31,True,,Labor Law
REG000776,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-02-08,9999-12-31,True,,Taxation
REG000777,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-01-12,9999-12-31,True,,Labor Law
REG000778,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-02-15,2024-12-27,False,,Payroll Reporting
REG000779,AU,Overtime Pay,Overtime Pay regulation for Australia in 2025,2025-03-04,9999-12-31,True,,Labor Law
REG000780,US,Minimum Wage,Minimum Wage regulation for United States in 2023,2023-07-03,2024-01-07,False,,Labor Law
REG000781,US,Employee Benefits,Employee Benefits regulation for United States in 2024,2024-12-30,9999-12-31,True,,Taxation
REG000782,CA,Employee Benefits,Employee Benefits regulation for Canada in 2023,2023-09-18,2024-07-07,False,,Taxation
REG000783,US,Overtime Pay,Overtime Pay regulation for United States in 2025,2025-04-10,9999-12-31,True,,Payroll Reporting
REG000784,DE,Social Security,Social Security regulation for Germany in 2024,2024-02-24,2024-10-02,False,0.34,Payroll Reporting
REG000785,FR,Income Tax,Income Tax regulation for France in 2024,2024-05-25,9999-12-31,True,0.1,Payroll Reporting
REG000786,DE,Overtime Pay,Overtime Pay regulation for Germany in 2023,2023-06-16,9999-12-31,True,,Payroll Reporting
REG000787,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-05-02,2025-03-16,False,0.26,Taxation
REG000788,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-01-03,9999-12-31,True,,Taxation
REG000789,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-12-17,9999-12-31,True,,Taxation
REG000790,AU,Employee Benefits,Employee Benefits regulation for Australia in 2023,2023-06-19,9999-12-31,True,,Taxation
REG000791,BR,Social Security,Social Security regulation for Brazil in 2024,2024-12-01,9999-12-31,True,0.15,Payroll Reporting
REG000792,IN,Minimum Wage,Minimum Wage regulation for India in 2024,2024-08-07,9999-12-31,True,,Payroll Reporting
REG000793,CA,Overtime Pay,Overtime Pay regulation for Canada in 2025,2025-04-01,9999-12-31,True,,Labor Law
REG000794,IN,Payroll Reporting,Payroll Reporting regulation for India in 2023,2023-12-30,9999-12-31,True,,Labor Law
REG000795,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-04-09,2024-11-07,False,,Taxation
REG000796,CA,Income Tax,Income Tax regulation for Canada in 2025,2025-04-06,9999-12-31,True,0.11,Payroll Reporting
REG000797,CA,Overtime Pay,Overtime Pay regulation for Canada in 2024,2024-07-20,9999-12-31,True,,Taxation
REG000798,AU,Income Tax,Income Tax regulation for Australia in 2023,2023-12-07,9999-12-31,True,0.38,Labor Law
REG000799,US,Minimum Wage,Minimum Wage regulation for United States in 2023,2023-07-01,9999-12-31,True,,Labor Law
REG000800,FR,Social Security,Social Security regulation for France in 2025,2025-05-11,9999-12-31,True,0.15,Payroll Reporting
REG000801,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2024,2024-04-11,9999-12-31,True,,Taxation
REG000802,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-10-02,9999-12-31,True,,Payroll Reporting
REG000803,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-01-10,9999-12-31,True,,Payroll Reporting
REG000804,FR,Payroll Reporting,Payroll Reporting regulation for France in 2024,2024-08-24,9999-12-31,True,,Taxation
REG000805,IN,Payroll Reporting,Payroll Reporting regulation for India in 2023,2023-11-26,9999-12-31,True,,Taxation
REG000806,US,Minimum Wage,Minimum Wage regulation for United States in 2023,2023-12-29,9999-12-31,True,,Payroll Reporting
REG000807,CA,Employee Benefits,Employee Benefits regulation for Canada in 2023,2023-12-10,2025-02-10,False,,Labor Law
REG000808,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2025,2025-04-10,9999-12-31,True,,Labor Law
REG000809,IN,Payroll Reporting,Payroll Reporting regulation for India in 2024,2024-09-08,9999-12-31,True,,Payroll Reporting
REG000810,CA,Minimum Wage,Minimum Wage regulation for Canada in 2025,2025-03-05,9999-12-31,True,,Labor Law
REG000811,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-05-25,2025-09-11,False,,Payroll Reporting
REG000812,IN,Payroll Reporting,Payroll Reporting regulation for India in 2023,2023-10-12,9999-12-31,True,,Taxation
REG000813,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2024,2024-04-12,9999-12-31,True,,Taxation
REG000814,DE,Social Security,Social Security regulation for Germany in 2025,2025-02-28,9999-12-31,True,0.33,Labor Law
REG000815,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-01-12,9999-12-31,True,,Payroll Reporting
REG000816,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2023,2023-07-29,9999-12-31,True,,Payroll Reporting
REG000817,IN,Income Tax,Income Tax regulation for India in 2025,2025-05-06,9999-12-31,True,0.17,Payroll Reporting
REG000818,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2023,2023-11-24,2025-02-02,False,,Taxation
REG000819,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2023,2023-08-05,9999-12-31,True,,Labor Law
REG000820,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2023,2023-08-14,2025-01-27,False,,Labor Law
REG000821,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2025,2025-04-07,9999-12-31,True,,Payroll Reporting
REG000822,CA,Employee Benefits,Employee Benefits regulation for Canada in 2024,2024-11-05,9999-12-31,True,,Payroll Reporting
REG000823,CA,Social Security,Social Security regulation for Canada in 2025,2025-01-28,9999-12-31,True,0.27,Payroll Reporting
REG000824,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-07-22,2024-03-08,False,,Payroll Reporting
REG000825,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-10-06,9999-12-31,True,,Payroll Reporting
REG000826,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2025,2025-05-12,9999-12-31,True,,Labor Law
REG000827,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-11-07,9999-12-31,True,,Payroll Reporting
REG000828,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-09-07,2025-05-09,False,,Labor Law
REG000829,BR,Social Security,Social Security regulation for Brazil in 2023,2023-12-15,2025-03-18,False,0.21,Taxation
REG000830,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-09-01,2025-07-25,False,,Labor Law
REG000831,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-01-14,9999-12-31,True,0.23,Payroll Reporting
REG000832,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-11-12,9999-12-31,True,,Taxation
REG000833,AU,Social Security,Social Security regulation for Australia in 2024,2024-08-10,9999-12-31,True,0.25,Taxation
REG000834,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-06-13,2025-05-23,False,,Payroll Reporting
REG000835,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-07-01,2025-09-29,False,,Labor Law
REG000836,FR,Overtime Pay,Overtime Pay regulation for France in 2023,2023-12-23,9999-12-31,True,,Labor Law
REG000837,US,Payroll Reporting,Payroll Reporting regulation for United States in 2025,2025-01-21,9999-12-31,True,,Labor Law
REG000838,IN,Social Security,Social Security regulation for India in 2023,2023-10-16,9999-12-31,True,0.37,Taxation
REG000839,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2024,2024-12-11,9999-12-31,True,,Taxation
REG000840,CA,Income Tax,Income Tax regulation for Canada in 2025,2025-04-08,9999-12-31,True,0.24,Taxation
REG000841,CA,Income Tax,Income Tax regulation for Canada in 2023,2023-12-06,2025-05-19,False,0.17,Labor Law
REG000842,ZA,Income Tax,Income Tax regulation for South Africa in 2025,2025-01-14,9999-12-31,True,0.2,Labor Law
REG000843,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-08-19,2025-03-16,False,,Labor Law
REG000844,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-08-28,2025-03-11,False,,Taxation
REG000845,CA,Social Security,Social Security regulation for Canada in 2023,2023-12-14,2025-09-17,False,0.12,Taxation
REG000846,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2025,2025-03-19,9999-12-31,True,,Taxation
REG000847,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-11-15,2025-05-15,False,,Taxation
REG000848,BR,Income Tax,Income Tax regulation for Brazil in 2023,2023-11-13,2025-11-12,False,0.38,Taxation
REG000849,JP,Overtime Pay,Overtime Pay regulation for Japan in 2025,2025-04-22,9999-12-31,True,,Taxation
REG000850,US,Minimum Wage,Minimum Wage regulation for United States in 2024,2024-10-20,9999-12-31,True,,Taxation
REG000851,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2023,2023-12-15,2024-12-17,False,,Payroll Reporting
REG000852,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-09-18,9999-12-31,True,,Labor Law
REG000853,IN,Income Tax,Income Tax regulation for India in 2025,2025-05-13,9999-12-31,True,0.25,Taxation
REG000854,ZA,Social Security,Social Security regulation for South Africa in 2023,2023-06-11,9999-12-31,True,0.11,Taxation
REG000855,DE,Overtime Pay,Overtime Pay regulation for Germany in 2023,2023-12-04,9999-12-31,True,,Taxation
REG000856,AU,Employee Benefits,Employee Benefits regulation for Australia in 2024,2024-05-15,9999-12-31,True,,Payroll Reporting
REG000857,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-01-15,2025-02-12,False,,Labor Law
REG000858,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-07-13,9999-12-31,True,,Taxation
REG000859,AU,Income Tax,Income Tax regulation for Australia in 2025,2025-05-05,9999-12-31,True,0.39,Taxation
REG000860,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-12-09,9999-12-31,True,,Payroll Reporting
REG000861,US,Minimum Wage,Minimum Wage regulation for United States in 2024,2024-04-12,2024-10-16,False,,Taxation
REG000862,IN,Income Tax,Income Tax regulation for India in 2025,2025-05-12,9999-12-31,True,0.23,Payroll Reporting
REG000863,ZA,Income Tax,Income Tax regulation for South Africa in 2023,2023-10-07,9999-12-31,True,0.27,Payroll Reporting
REG000864,BR,Social Security,Social Security regulation for Brazil in 2024,2024-06-26,2025-08-11,False,0.25,Labor Law
REG000865,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2025,2025-01-18,9999-12-31,True,,Taxation
REG000866,US,Income Tax,Income Tax regulation for United States in 2024,2024-07-02,9999-12-31,True,0.16,Payroll Reporting
REG000867,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-05-05,9999-12-31,True,,Labor Law
REG000868,IN,Social Security,Social Security regulation for India in 2023,2023-08-23,2025-03-10,False,0.31,Payroll Reporting
REG000869,CA,Employee Benefits,Employee Benefits regulation for Canada in 2023,2023-06-09,2024-02-09,False,,Payroll Reporting
REG000870,AU,Minimum Wage,Minimum Wage regulation for Australia in 2024,2024-07-20,2025-01-18,False,,Payroll Reporting
REG000871,FR,Payroll Reporting,Payroll Reporting regulation for France in 2025,2025-02-12,9999-12-31,True,,Payroll Reporting
REG000872,IN,Social Security,Social Security regulation for India in 2024,2024-10-15,9999-12-31,True,0.19,Labor Law
REG000873,BR,Social Security,Social Security regulation for Brazil in 2025,2025-01-27,9999-12-31,True,0.32,Taxation
REG000874,DE,Employee Benefits,Employee Benefits regulation for Germany in 2023,2023-12-08,2025-09-24,False,,Payroll Reporting
REG000875,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2023,2023-08-25,2025-03-12,False,,Labor Law
REG000876,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-11-23,2026-01-27,False,,Labor Law
REG000877,US,Employee Benefits,Employee Benefits regulation for United States in 2024,2024-01-27,9999-12-31,True,,Payroll Reporting
REG000878,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-10-12,9999-12-31,True,,Payroll Reporting
REG000879,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2023,2023-11-28,9999-12-31,True,,Taxation
REG000880,FR,Overtime Pay,Overtime Pay regulation for France in 2025,2025-02-18,9999-12-31,True,,Labor Law
REG000881,DE,Employee Benefits,Employee Benefits regulation for Germany in 2025,2025-01-17,9999-12-31,True,,Labor Law
REG000882,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-10-09,2025-10-05,False,0.3,Payroll Reporting
REG000883,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-09-26,9999-12-31,True,0.11,Payroll Reporting
REG000884,IN,Payroll Reporting,Payroll Reporting regulation for India in 2024,2024-10-29,9999-12-31,True,,Payroll Reporting
REG000885,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-05-19,9999-12-31,True,,Labor Law
REG000886,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2023,2023-12-30,9999-12-31,True,,Taxation
REG000887,IN,Social Security,Social Security regulation for India in 2024,2024-01-19,9999-12-31,True,0.3,Labor Law
REG000888,FR,Employee Benefits,Employee Benefits regulation for France in 2023,2023-10-31,2024-05-22,False,,Labor Law
REG000889,FR,Employee Benefits,Employee Benefits regulation for France in 2023,2023-07-03,2024-07-26,False,,Labor Law
REG000890,BR,Social Security,Social Security regulation for Brazil in 2025,2025-02-06,9999-12-31,True,0.15,Payroll Reporting
REG000891,FR,Income Tax,Income Tax regulation for France in 2024,2024-02-11,2025-01-15,False,0.12,Taxation
REG000892,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-03-24,2026-02-26,False,,Labor Law
REG000893,DE,Social Security,Social Security regulation for Germany in 2024,2024-07-11,2025-04-02,False,0.12,Taxation
REG000894,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2025,2025-03-29,9999-12-31,True,,Taxation
REG000895,US,Income Tax,Income Tax regulation for United States in 2025,2025-05-09,9999-12-31,True,0.11,Payroll Reporting
REG000896,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2025,2025-04-03,9999-12-31,True,,Labor Law
REG000897,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-07-11,9999-12-31,True,,Taxation
REG000898,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-08-18,9999-12-31,True,0.18,Labor Law
REG000899,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2023,2023-09-07,2025-03-29,False,,Payroll Reporting
REG000900,BR,Social Security,Social Security regulation for Brazil in 2024,2024-03-16,2026-03-14,False,0.31,Taxation
REG000901,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-01-29,9999-12-31,True,,Payroll Reporting
REG000902,FR,Overtime Pay,Overtime Pay regulation for France in 2023,2023-08-25,2024-05-04,False,,Labor Law
REG000903,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2023,2023-09-23,9999-12-31,True,,Taxation
REG000904,UK,Income Tax,Income Tax regulation for United Kingdom in 2023,2023-06-25,2024-01-22,False,0.34,Labor Law
REG000905,IN,Employee Benefits,Employee Benefits regulation for India in 2023,2023-09-12,2025-04-16,False,,Labor Law
REG000906,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-05-01,2025-06-10,False,,Labor Law
REG000907,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-03-30,2025-04-01,False,0.4,Labor Law
REG000908,AU,Social Security,Social Security regulation for Australia in 2025,2025-05-15,9999-12-31,True,0.39,Taxation
REG000909,FR,Minimum Wage,Minimum Wage regulation for France in 2024,2024-08-15,2025-12-29,False,,Labor Law
REG000910,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2025,2025-01-17,9999-12-31,True,,Labor Law
REG000911,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2025,2025-03-04,9999-12-31,True,,Labor Law
REG000912,JP,Minimum Wage,Minimum Wage regulation for Japan in 2025,2025-01-31,9999-12-31,True,,Payroll Reporting
REG000913,DE,Social Security,Social Security regulation for Germany in 2025,2025-02-21,9999-12-31,True,0.15,Payroll Reporting
REG000914,CA,Employee Benefits,Employee Benefits regulation for Canada in 2024,2024-03-25,2025-01-22,False,,Taxation
REG000915,CA,Overtime Pay,Overtime Pay regulation for Canada in 2025,2025-01-27,9999-12-31,True,,Payroll Reporting
REG000916,IN,Minimum Wage,Minimum Wage regulation for India in 2023,2023-06-07,9999-12-31,True,,Labor Law
REG000917,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-09-04,2026-01-31,False,0.21,Labor Law
REG000918,UK,Social Security,Social Security regulation for United Kingdom in 2025,2025-04-12,9999-12-31,True,0.35,Taxation
REG000919,DE,Social Security,Social Security regulation for Germany in 2024,2024-09-05,2026-05-05,False,0.31,Taxation
REG000920,ZA,Social Security,Social Security regulation for South Africa in 2023,2023-10-20,2024-05-09,False,0.28,Payroll Reporting
REG000921,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2024,2024-02-07,2024-12-24,False,,Taxation
